query_key,category,scenario,endpoint,symbol_type,indicator_id,req_unique_id,attrs_json,time_range_json,template,periods,metric_name,english_name,description,aliases,is_interval_metric,period_values_json,exchange,access_guide
opt_sentiment_l2_oi_walls|OI墙|OI Walls,security,metric_lookup,series,market_code,opt_sentiment_l2_oi_walls,opt_sentiment_l2_oi_walls,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,OI墙,OI Walls,主要的OI支撑/阻力位,,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
opt_sentiment_l2_trade_flow|交易流向|Trade Flow,security,metric_lookup,series,market_code,opt_sentiment_l2_trade_flow,opt_sentiment_l2_trade_flow,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,交易流向,Trade Flow,方向性交易流向分析,,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
opt_sentiment_l2_strike_concentration|行权价集中度|Strike Concentration,security,metric_lookup,series,market_code,opt_sentiment_l2_strike_concentration,opt_sentiment_l2_strike_concentration,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,行权价集中度,Strike Concentration,OI最集中的行权价分布,,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
opt_sentiment_l1_volume_skew_interpretation|成交量偏度解读|Volume Skew Interpretation,security,metric_lookup,series,market_code,opt_sentiment_l1_volume_skew_interpretation,opt_sentiment_l1_volume_skew_interpretation,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,成交量偏度解读,Volume Skew Interpretation,AInvest期权评分系统指标,,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
opt_sentiment_l2_by_moneyness|按价值状态情绪|Sentiment by Moneyness,security,metric_lookup,series,market_code,opt_sentiment_l2_by_moneyness,opt_sentiment_l2_by_moneyness,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,按价值状态情绪,Sentiment by Moneyness,按ITM/ATM/OTM分类的成交量和OI分布,,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
opt_sentiment_l2_by_dte|按到期情绪|Sentiment by DTE,security,metric_lookup,series,market_code,opt_sentiment_l2_by_dte,opt_sentiment_l2_by_dte,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,按到期情绪,Sentiment by DTE,按DTE分桶的成交量和情绪分布,,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
opt_sentiment_l1_volume_pcr_interpretation|情绪PCR解读|Sentiment PCR Interpretation,security,metric_lookup,series,market_code,opt_sentiment_l1_volume_pcr_interpretation,opt_sentiment_l1_volume_pcr_interpretation,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,情绪PCR解读,Sentiment PCR Interpretation,Volume PCR水平的文字解读,,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
opt_sentiment_l1_volume_pcr_weight|情绪PCR权重|Sentiment PCR Weight,security,metric_lookup,series,market_code,opt_sentiment_l1_volume_pcr_weight,opt_sentiment_l1_volume_pcr_weight,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,情绪PCR权重,Sentiment PCR Weight,Volume PCR在情绪柱中的权重,,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
opt_sentiment_l1_volume_skew_score|情绪成交量偏度子评分|Sentiment Volume Skew Sub-score,security,metric_lookup,series,market_code,opt_sentiment_l1_volume_skew_score,opt_sentiment_l1_volume_skew_score,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,情绪成交量偏度子评分,Sentiment Volume Skew Sub-score,Volume Skew的子评分（0-10）,,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
opt_sentiment_l1_volume_pcr_score|情绪PCR子评分|Sentiment PCR Sub-score,security,metric_lookup,series,market_code,opt_sentiment_l1_volume_pcr_score,opt_sentiment_l1_volume_pcr_score,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,情绪PCR子评分,Sentiment PCR Sub-score,Volume PCR的子评分（0-10）,,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
opt_sentiment_l1_volume_skew|成交量偏度|Volume Skew,security,metric_lookup,series,market_code,opt_sentiment_l1_volume_skew,opt_sentiment_l1_volume_skew,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,成交量偏度,Volume Skew,看涨和看跌期权成交量的偏度。正值=看涨偏向,,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
opt_sentiment_l1_oi_skew_interpretation|持仓量偏度解读|OI Skew Interpretation,security,metric_lookup,series,market_code,opt_sentiment_l1_oi_skew_interpretation,opt_sentiment_l1_oi_skew_interpretation,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,持仓量偏度解读,OI Skew Interpretation,AInvest期权评分系统指标,,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
opt_sentiment_l1_smart_money_interpretation|聪明钱解读|Smart Money Interpretation,security,metric_lookup,series,market_code,opt_sentiment_l1_smart_money_interpretation,opt_sentiment_l1_smart_money_interpretation,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,聪明钱解读,Smart Money Interpretation,AInvest期权评分系统指标,,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
opt_sentiment_chk_total_count|情绪检查总数|Sentiment Checks Total Count,security,metric_lookup,series,market_code,opt_sentiment_chk_total_count,opt_sentiment_chk_total_count,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,情绪检查总数,Sentiment Checks Total Count,Sentiment维度的子检查总数,,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
opt_sentiment_chk_volume_oi_alignment|成交量OI一致检查|Volume-OI Alignment Check,security,metric_lookup,series,market_code,opt_sentiment_chk_volume_oi_alignment,opt_sentiment_chk_volume_oi_alignment,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,成交量OI一致检查,Volume-OI Alignment Check,方向一致且|vol skew| ≥10%,,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
opt_sentiment_chk_smart_money_flow|聪明资金流检查|Smart Money Flow Check,security,metric_lookup,series,market_code,opt_sentiment_chk_smart_money_flow,opt_sentiment_chk_smart_money_flow,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,聪明资金流检查,Smart Money Flow Check,|加权流向| ≥20%,,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
opt_sentiment_l1_oi_skew_score|情绪OI偏度子评分|Sentiment OI Skew Sub-score,security,metric_lookup,series,market_code,opt_sentiment_l1_oi_skew_score,opt_sentiment_l1_oi_skew_score,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,情绪OI偏度子评分,Sentiment OI Skew Sub-score,OI Skew的子评分（0-10）,,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
opt_sentiment_l1_smart_money_score|情绪聪明资金子评分|Sentiment Smart Money Sub-score,security,metric_lookup,series,market_code,opt_sentiment_l1_smart_money_score,opt_sentiment_l1_smart_money_score,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,情绪聪明资金子评分,Sentiment Smart Money Sub-score,Smart Money Indicator的子评分（0-10）,,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
opt_sentiment_l1_smart_money|聪明资金指标|Smart Money Indicator,security,metric_lookup,series,market_code,opt_sentiment_l1_smart_money,opt_sentiment_l1_smart_money,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,聪明资金指标,Smart Money Indicator,基于大单交易、ITM活跃度和sweep检测的机构资金流向指标,,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
opt_sentiment_has_opra_flow|是否有OPRA流向|Has OPRA Flow,security,metric_lookup,series,market_code,opt_sentiment_has_opra_flow,opt_sentiment_has_opra_flow,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,是否有OPRA流向,Has OPRA Flow,该标的是否有OPRA逐笔成交流向数据,,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
opt_sentiment_directional_score|方向性评分|Directional Score,security,metric_lookup,series,market_code,opt_sentiment_directional_score,opt_sentiment_directional_score,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,方向性评分,Directional Score,"情绪方向性得分（0=极端看跌, 5=中性, 10=极端看涨）",,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
opt_sentiment_l1_oi_skew|持仓量偏度|OI Skew,security,metric_lookup,series,market_code,opt_sentiment_l1_oi_skew,opt_sentiment_l1_oi_skew,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,持仓量偏度,OI Skew,看涨和看跌期权持仓量的偏度。正值=看涨偏向,,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
opt_sentiment_detail|情绪柱详情|Sentiment Pillar Detail,security,metric_lookup,series,market_code,opt_sentiment_detail,opt_sentiment_detail,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,情绪柱详情,Sentiment Pillar Detail,Sentiment维度的详细描述文本,,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
opt_liquidity_l3_slippage_estimates|滑点估算|Slippage Estimates,security,metric_lookup,series,market_code,opt_liquidity_l3_slippage_estimates,opt_liquidity_l3_slippage_estimates,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,滑点估算,Slippage Estimates,不同下单规模的预估滑点,,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
opt_liquidity_l2_oi_distribution|持仓分布|OI Distribution,security,metric_lookup,series,market_code,opt_liquidity_l2_oi_distribution,opt_liquidity_l2_oi_distribution,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,持仓分布,OI Distribution,按行权价范围的OI分布,,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
opt_liquidity_l2_spreads_by_dte|按到期价差|Spreads by DTE,security,metric_lookup,series,market_code,opt_liquidity_l2_spreads_by_dte,opt_liquidity_l2_spreads_by_dte,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,按到期价差,Spreads by DTE,不同到期日的买卖价差分布,,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
opt_liquidity_l2_execution_quality|执行质量分析|Execution Quality,security,metric_lookup,series,market_code,opt_liquidity_l2_execution_quality,opt_liquidity_l2_execution_quality,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,执行质量分析,Execution Quality,预估的执行质量指标,,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
opt_liquidity_l2_spreads_by_delta|按Delta价差|Spreads by Delta,security,metric_lookup,series,market_code,opt_liquidity_l2_spreads_by_delta,opt_liquidity_l2_spreads_by_delta,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,按Delta价差,Spreads by Delta,不同delta水平的买卖价差分布,,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
opt_sentiment_chk_direction|情绪检查方向|Sentiment Checks Direction,security,metric_lookup,series,market_code,opt_sentiment_chk_direction,opt_sentiment_chk_direction,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,情绪检查方向,Sentiment Checks Direction,情绪检查得出的方向判断,,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
opt_sentiment_chk_pass_count|情绪检查通过数|Sentiment Checks Passed Count,security,metric_lookup,series,market_code,opt_sentiment_chk_pass_count,opt_sentiment_chk_pass_count,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,情绪检查通过数,Sentiment Checks Passed Count,Sentiment维度通过的子检查数量,,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
opt_sentiment_chk_conviction_quality|信念质量检查|Conviction Quality Check,security,metric_lookup,series,market_code,opt_sentiment_chk_conviction_quality,opt_sentiment_chk_conviction_quality,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,信念质量检查,Conviction Quality Check,≥2/3条件满足,,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
opt_sentiment_chk_oi_momentum|OI动量检查|OI Momentum Check,security,metric_lookup,series,market_code,opt_sentiment_chk_oi_momentum,opt_sentiment_chk_oi_momentum,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,OI动量检查,OI Momentum Check,|5日OI变化| ≥3%,,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
opt_sentiment_chk_flow_direction|流向清晰度检查|Flow Direction Check,security,metric_lookup,series,market_code,opt_sentiment_chk_flow_direction,opt_sentiment_chk_flow_direction,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,流向清晰度检查,Flow Direction Check,|净情绪| ≥25%,,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
opt_sentiment_chk_sector_relative|行业相对情绪检查|Sector Relative Sentiment Check,security,metric_lookup,series,market_code,opt_sentiment_chk_sector_relative,opt_sentiment_chk_sector_relative,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,行业相对情绪检查,Sector Relative Sentiment Check,≤40%或≥60%分位,,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
opt_sentiment_chk_oi_skew_magnitude|OI偏度显著检查|OI Skew Magnitude Check,security,metric_lookup,series,market_code,opt_sentiment_chk_oi_skew_magnitude,opt_sentiment_chk_oi_skew_magnitude,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,OI偏度显著检查,OI Skew Magnitude Check,|OI skew| ≥15%,,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
opt_liquidity_status|流动性柱状态|Liquidity Pillar Status,security,metric_lookup,series,market_code,opt_liquidity_status,opt_liquidity_status,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,流动性柱状态,Liquidity Pillar Status,Liquidity维度的状态判断结果,,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
opt_liquidity_summary|流动性柱摘要|Liquidity Pillar Summary,security,metric_lookup,series,market_code,opt_liquidity_summary,opt_liquidity_summary,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,流动性柱摘要,Liquidity Pillar Summary,Liquidity维度的一句话摘要,,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
opt_liquidity_l1_daily_volume_interpretation|日成交量解读|Daily Volume Interpretation,security,metric_lookup,series,market_code,opt_liquidity_l1_daily_volume_interpretation,opt_liquidity_l1_daily_volume_interpretation,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,日成交量解读,Daily Volume Interpretation,AInvest期权评分系统指标,,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
opt_liquidity_l1_total_oi_interpretation|总持仓量解读|Total OI Interpretation,security,metric_lookup,series,market_code,opt_liquidity_l1_total_oi_interpretation,opt_liquidity_l1_total_oi_interpretation,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,总持仓量解读,Total OI Interpretation,AInvest期权评分系统指标,,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
opt_liquidity_l2_depth_analysis|深度分析|Depth Analysis,security,metric_lookup,series,market_code,opt_liquidity_l2_depth_analysis,opt_liquidity_l2_depth_analysis,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,深度分析,Depth Analysis,ATM级别的市场深度分析,,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
opt_liquidity_chk_total_count|流动性检查总数|Liquidity Checks Total Count,security,metric_lookup,series,market_code,opt_liquidity_chk_total_count,opt_liquidity_chk_total_count,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,流动性检查总数,Liquidity Checks Total Count,Liquidity维度的子检查总数,,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
opt_liquidity_chk_strike_coverage|行权价覆盖检查|Strike Coverage Check,security,metric_lookup,series,market_code,opt_liquidity_chk_strike_coverage,opt_liquidity_chk_strike_coverage,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,行权价覆盖检查,Strike Coverage Check,≥5个活跃行权价,,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
opt_liquidity_chk_tradeable_spread|可交易价差检查|Tradeable Spread Check,security,metric_lookup,series,market_code,opt_liquidity_chk_tradeable_spread,opt_liquidity_chk_tradeable_spread,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,可交易价差检查,Tradeable Spread Check,价差 ≤5.0%,,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
opt_liquidity_chk_sector_relative|行业相对流动检查|Sector Relative Liquidity Check,security,metric_lookup,series,market_code,opt_liquidity_chk_sector_relative,opt_liquidity_chk_sector_relative,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,行业相对流动检查,Sector Relative Liquidity Check,≤40%分位(更紧),,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
opt_liquidity_l1_atm_spread_score|流动性ATM价差子评分|Liquidity ATM Spread Sub-score,security,metric_lookup,series,market_code,opt_liquidity_l1_atm_spread_score,opt_liquidity_l1_atm_spread_score,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,流动性ATM价差子评分,Liquidity ATM Spread Sub-score,ATM Spread的子评分（0-10）,,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
opt_liquidity_l1_total_oi_score|流动性总持仓量子评分|Liquidity Total OI Sub-score,security,metric_lookup,series,market_code,opt_liquidity_l1_total_oi_score,opt_liquidity_l1_total_oi_score,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,流动性总持仓量子评分,Liquidity Total OI Sub-score,Total OI的子评分（0-10）,,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
opt_liquidity_detail|流动性柱详情|Liquidity Pillar Detail,security,metric_lookup,series,market_code,opt_liquidity_detail,opt_liquidity_detail,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,流动性柱详情,Liquidity Pillar Detail,Liquidity维度的详细描述文本,,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
opt_liquidity_l1_daily_volume_score|流动性日成交量子评分|Liquidity Daily Volume Sub-score,security,metric_lookup,series,market_code,opt_liquidity_l1_daily_volume_score,opt_liquidity_l1_daily_volume_score,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,流动性日成交量子评分,Liquidity Daily Volume Sub-score,Daily Volume的子评分（0-10）,,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
opt_activity_l3_unusual_trades|异常交易列表|Unusual Trades,security,metric_lookup,series,market_code,opt_activity_l3_unusual_trades,opt_activity_l3_unusual_trades,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,异常交易列表,Unusual Trades,检测到的异常期权交易列表,,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
opt_activity_l3_volume_percentile|成交量百分位|Volume Percentile,security,metric_lookup,series,market_code,opt_activity_l3_volume_percentile,opt_activity_l3_volume_percentile,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,成交量百分位,Volume Percentile,今日成交量在252个交易日中的百分位排名,,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
opt_activity_l3_unusual_flags|异常标记|Unusual Flags,security,metric_lookup,series,market_code,opt_activity_l3_unusual_flags,opt_activity_l3_unusual_flags,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,异常标记,Unusual Flags,各类异常活动的布尔标记,,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
opt_insights_opportunities|机会提示|Opportunities,security,metric_lookup,series,market_code,opt_insights_opportunities,opt_insights_opportunities,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,机会提示,Opportunities,当前期权交易的机会提示,,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
opt_insights_key_signals|关键信号|Key Signals,security,metric_lookup,series,market_code,opt_insights_key_signals,opt_insights_key_signals,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,关键信号,Key Signals,当前期权数据中的关键信号摘要,,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
opt_liquidity_chk_pass_count|流动性检查通过数|Liquidity Checks Passed Count,security,metric_lookup,series,market_code,opt_liquidity_chk_pass_count,opt_liquidity_chk_pass_count,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,流动性检查通过数,Liquidity Checks Passed Count,Liquidity维度通过的子检查数量,,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
opt_insights_warnings|风险警告|Warnings,security,metric_lookup,series,market_code,opt_insights_warnings,opt_insights_warnings,{},"{""type"":""end_count"",""end_time"":0,""count"":30,""time_period"":""day_1"",""supported_types"":[""begin_end"",""end_count""]}",series-etf-30d.json,snapshot;day_1,风险警告,Warnings,当前期权交易的风险警告,,false,[],UUS,"STANDARD_SNAPSHOT,STANDARD_SERIES_TIME_RANGE_ALL"
