market_code,security_name_zh
185:MPWR,Monolithic Power
185:MQ,Marqeta
185:MQQQ,2倍做多创新100每月
185:MRAL,2倍做多MARA每日ETF
185:MRAM,Everspin
185:MRBK,Meridian
185:MRCC,Monroe Capital
185:MRCY,Mercury Systems
185:MRLN,Merlin
185:MRNA,Moderna
185:MRTN,马尔登运输
185:MRVI,Maravai
185:MRVL,迈威尔科技
185:MRVU,每日2倍做多MRVL ETF
185:MRX,Marex
185:MSBI,Midland States
185:MSBIP,Midland优先存托A
185:MSDD,2倍做空MSTR每日ETF
185:MSEX,米德尔赛克斯水务
185:MSFD,每日微软1倍做空ETF
185:MSFL,每日2倍做多MSFT ETF
185:MSFT,微软
185:MSFU,每日微软2倍做多ETF
185:MSLE,Satellos Bioscience
185:MST,2倍做多收益型MSTR
185:MSTP,2倍做多MSTR每日ETF
185:MSTR,Strategy
185:MSTX,每日目标2倍做多MSTR
185:MTCH,Match Group
185:MTLS,Materialise
185:MTRX,Matrix Service
185:MTSI,MACOM Technology
185:MTYY,收益增强2倍做多MSTR
185:MU,美光科技
185:MUD,每日MU 1倍做空
185:MULL,2倍做多MU每日ETF
185:MULT,多部门收入ETF
185:MUU,每日MU 2倍做多
185:MUZEU,Muzero Acquisition-U
185:MVIS,维视图像
185:MVLL,2倍做多MRVL每日ETF
185:MWH,SOLV Energy
185:MXCT,Maxcyte
185:MXL,MaxLinear
185:MYCF,My2026公司债券ETF
185:MYCG,My2027公司债券ETF
185:MYCH,My2028公司债券ETF
185:MYCI,My2029公司债券ETF
185:MYCJ,My2030公司债券ETF
185:MYCK,My2031公司债券ETF
185:MYCL,My2032公司债券ETF
185:MYCM,My2033公司债券ETF
185:MYCN,My2034公司债券ETF
185:MYCO,My2035公司债ETF
185:MYFW,First Western金融
185:MYGN,万基遗传
185:MYHA,My2027高收益公司债
185:MYHB,My2028高收益公司债
185:MYHC,My2029高收益公司债
185:MYHD,My2030高收益公司债
185:MYHE,My2031高收益公司债
185:MYMF,My2026市政债券ETF
185:MYMG,My2027市政债券ETF
185:MYMH,My2028市政债券ETF
185:MYMI,My2029市政债券ETF
185:MYMJ,My2030市政债券ETF
185:MYMK,My2031市政债ETF
185:MYPS,PLAYSTUDIOS
185:MYPSW,
185:MYRG,MYR Group
185:MZTI,
185:NA,纳比特
185:NAII,Natural Alternatives
185:NAKA,Nakamoto
185:NAMM,Namib
185:NAMS,NewAmsterdam Pharma
185:NAMSW,
185:NATH,Nathan's Famous
185:NATO,航空航天和国防指数
185:NAVI,Navient
185:NAVN,Navan
185:NB,NioCorp Developments
185:NBIG,2倍做多NBIS每日ETF
185:NBIL,2倍做多NBIS每日ETF
185:NBIS,Nebius Group
185:NBIX,神经分泌生物科学
185:NBN,东北银行
185:NBP,新桥生物
185:NBTB,NBT Bancorp
185:NBTX,Nanobiotix
185:NCIQ,纳斯达克CME加密指数
185:NCMI,National Cinemedia
185:NCNO,nCino
185:NCPB,核心加债ETF
185:NDAA,360°动态配置ETF
185:NDAQ,纳斯达克
185:NDLS,Noodles
185:NDSN,诺信
185:NEMG,2倍做多NEM每日ETF
185:NEOG,纽勤
185:NETG,2倍做多NET每日ETF
185:NEUP,Neuphoria
185:NEWT,NewtekOne
185:NEWTG,NewtekOne 8.5% 20290601
185:NEWTH,NewtekOne 8.625% 20291015
185:NEWTI,NewtekOne 8% 20280901
185:NEWTO,NewtekOne 8.5% 20310201
185:NEWTP,新泰壹号优先存托B
185:NEWZ,AI能量波动美国全盘
185:NEXN,Nexxen International
185:NFBK,Northfield Bancorp
185:NFE,New Fortress Energy
185:NFLX,奈飞
185:NFRX,基础设施主动型ETF
185:NFTY,NIFTY 50等权重ETF
185:NFXL,每日NFLX 2倍做多
185:NFXS,每日NFLX 1倍做空
185:NGNE,Neurogene
185:NHIC,NewHold Investment
185:NHICU,NewHold Investment-U
185:NHICW,
185:NHPAP,Healthcare优先A
185:NHPBP,Healthcare优先 B
185:NICE,NICE
185:NIKL,Sprott镍矿ETF
185:NIOG,2倍做多NIO每日ETF
185:NIPG,NIP Group
185:NIU,小牛电动
185:NIXT,研究联盟删除指数
185:NKLR,Terra Innovatum
185:NKTX,Nkarta
185:NMFC,New Mountain Finance
185:NMFCZ,New Mountain Finance 8.25% 20281115
185:NMIH,NMI Holdings
185:NMP,NMP Acquisition
185:NMPAR,
185:NMPAU,NMP Acquisition-U
185:NMRA,Neumora
185:NMRK,Newmark Group
185:NNBR,NN
185:NNNN,Anbio Biotechnology
185:NNOX,Nano-x Imaging
185:NOEM,CO2 Energy
185:NOEMR,
185:NOEMU,CO2 Energy-U
185:NOEMW,
185:NOVT,Novanta
185:NOVTU,Novanta-U
185:NOWL,2倍做多NOW每日ETF
185:NPAC,New Providence III
185:NPACU,New Providence III-U
185:NPACW,
185:NPCE,NeuroPace
185:NPFI,Nuveen优选和收益ETF
185:NRC,National Research
185:NRDS,NerdWallet
185:NRES,RREEF全球自然资源ETF
185:NRIM,北沿合众银行
185:NRIX,Nurix Therapeutics
185:NSCR,Nuveen可持续核心ETF
185:NSI,国家安全新兴市场
185:NSIT,Insight Enterprises
185:NSSC,纳普科安全技术
185:NTAP,美国网存
185:NTCT,网侦系统
185:NTES,网易
185:NTGR,NETGEAR
185:NTHI,Neonc
185:NTIC,北方科技国际
185:NTLA,Intellia
185:NTNX,路坦力
185:NTRA,Natera
185:NTRS,北方信托
185:NTRSO,北方信托优先存托E
185:NTSK,Netskope
185:NTWO,Newbury Street II
185:NTWOU,Newbury Street II-U
185:NTWOW,
185:NUAI,New Era Energy
185:NUG,2倍做多NU每日ETF
185:NUGY,黄金矿工2倍做多ETF
185:NUSB,Nuveen超短收益ETF
185:NUVL,Nuvalent
185:NVAX,诺瓦瓦克斯医药
185:NVCR,Novocure
185:NVD,2倍做空NVDA每日ETF
185:NVDA,英伟达
185:NVDD,每日NVDA 1倍做空
185:NVDG,Leverage2倍做多NVDA
185:NVDL,NVDA每日2倍做多ETF
185:NVDS,NVIDIA公司1.5倍做空
185:NVDU,每日NVDA 2倍做多
185:NVMI,Nova
185:NVTS,纳微半导体
185:NVX,NOVONIX
185:NVYY,收益增强2倍做多NVDA
185:NWBI,Northwest Bancshares
185:NWE,NorthWestern
185:NWFL,Norwood Financial
185:NWL,纽威
185:NWPX,NWPX
185:NWS,新闻集团B
185:NWSA,新闻集团
185:NXPI,恩智浦
185:NXST,Nexstar Media Group
185:NXT,Nextpower
185:NXTC,NextCure
185:NXTG,5G和NextG主题指数ETF
185:NYAX,Nayax
185:NYXH,Nyxoah
185:NZAC,巴黎气候指数ETF
185:NZUS,美国气候巴黎调整指数
185:OABI,OmniAb
185:OACC,Oaktree Acquisition
185:OACCU,Oaktree Acquisition-U
185:OACCW,
185:OBA,Oxley Bridge
185:OBAI,Our Bond
185:OBAWU,Oxley Bridge-U
185:OBAWW,
185:OBIL,ICE美银12个月期国债
185:OBIO,Orchestra BioMed
185:OBTC,Osprey Bitcoin Trust-U
185:OCC,Optical Cable
185:OCFC,OceanFirst
185:OCS,Oculis Holding
185:OCSAW,
185:OCSL,Oaktree Specialty
185:OCUL,Ocular Therapeutix
185:ODD,ODDITY Tech
185:ODDS,全球赌博视频游戏竞技
185:ODFL,Old Dominion Freight
185:OFIX,Orthofix Medical
185:OFLX,欧美佳福莱克斯
185:OFS,Ofs Capital
185:OFSSH,Ofs Capital 4.95% 20281031
185:OFSSO,Ofs Capital 7.5% 20280731
185:OGI,Organigram Global
185:OIM,OneIM
185:OIMAU,OneIM-U
185:OIMAW,
185:OKLL,每日2倍做多OKLO ETF
185:OKTA,Okta
185:OKTG,2倍做多OKTA每日ETF
185:OKUR,OnKure
185:OLED,Universal Display
185:OLLI,Ollie's Bargain
185:OLMA,Olema
185:OLPX,Olaplex Holdings
185:OM,Outset Medical
185:OMAB,北方中心机场
185:OMCL,Omnicell
185:OMDA,Omada Health
185:OMER,奥麦罗制药
185:ON,安森美半导体
185:ONB,Old National Bancorp
185:ONBPO,Old National优先存托C
185:ONBPP,Old National优先存托A
185:ONC,百济神州
185:ONCH,1RT Acquisition
185:ONCHU,1RT Acquisition-U
185:ONCHW,
185:ONDG,2倍做多ONDS每日ETF
185:ONEQ,纳斯达克综合指数ETF
185:ONEW,OneWater Marine
185:OOQB,One+One Nasdaq-100 and Bitcoin ETF
185:OOSB,One+One S&P 500 and Bitcoin ETF
185:OPBK,OP Bancorp
185:OPCH,Option Care
185:OPEG,2倍做多OPEN每日ETF
185:OPEN,Opendoor
185:OPENL,
185:OPENW,
185:OPENZ,
185:OPK,OPKO Health
185:OPPJ,日本小盘股对冲股票
185:OPRA,欧朋浏览器
185:OPRT,Oportun Financial
185:OPTZ,优化策略指数ETF
185:ORCS,每日做空ORCL ETF
185:ORCU,每日2倍做多ORCL ETF
185:ORCX,每日目标2倍做多ORCL
185:ORIC,ORIC Pharmaceuticals
185:ORIQ,Origin Investment
185:ORIQU,Origin Investment-U
185:ORIQW,
185:ORKA,Oruka Therapeutics
185:ORLG,2倍做多ORLY每日ETF
185:ORLY,奥莱利
185:ORR,Militia多/空股票ETF
185:OS,OneStream
185:OSBC,Old Second Bancorp
185:OSCG,2倍做多OSCR每日ETF
185:OSCX,每日2倍做多OSCR ETF
185:OSIS,OSI Systems
185:OSUR,奥瑞许科技
185:OTEX,Open Text
185:OTGA,OTG Acquisition I
185:OTGAU,OTG Acquisition I-U
185:OTGAW,
185:OTGL,OTG拉丁美洲ETF
185:OTLY,Oatly Group AB
185:OTTR,奥特泰尔
185:OUST,Ouster
185:OVBC,俄亥俄河谷银行
185:OWLS,OBOOK Holdings
185:OXLC,Oxford Lane Capital
185:OXLCG,Oxford Lane Capital 7.95% 20320229
185:OXLCI,Oxford Lane Capital 8.75% 20300630
185:OXLCL,Oxford Lane Capital 6.75% 20310316
185:OXLCN,Oxford Lane优先N
185:OXLCO,Oxford Lane优先O
185:OXLCP,Oxford Lane优先P
185:OXLCZ,Oxford Lane Capital 5% 20270131
185:OXSQ,Oxford Square
185:OXSQG,Oxford Square 5.5% 20280731
185:OXSQH,Oxford Square 7.75% 20300731
185:OYSE,Oyster II
185:OYSER,
185:OYSEU,Oyster II-U
185:OZEM,GLP-1 &减肥ETF
185:OZK,欧扎克银行
185:OZKAP,欧扎克银行优先A
185:PAA,Plains All American
185:PAACU,Proem I-U
185:PABD,世界气候调整扩展精选
185:PABU,气候MSCI美国ETF
185:PACB,Pacific Biosciences
185:PACH,Pioneer I
185:PACHU,Pioneer I-U
185:PACHW,
185:PAGP,Plains GP
185:PAHC,Phibro Animal Health
185:PAL,Proficient Auto
185:PALD,每日PANW 1倍做空
185:PALOU,Paloma I-U
185:PALU,每日PANW 2倍做多
185:PAMT,PAMT
185:PANG,2倍做多PANW每日ETF
185:PANW,派拓网络
185:PATK,Patrick Industries
185:PATN,纳斯达克国际专利领先
185:PAX,Patria Investments
185:PAYO,Payoneer Global
185:PAYP,PayPay
185:PAYX,沛齐
185:PBEU,BITA欧洲银行指数ETF
185:PBOG,BITA全球油气精选指数
185:PBPH,全球制药和生物技术
185:PBQQ,PGIM阶梯式100缓冲
185:PBRG,2倍做多PBR每日ETF
185:PBYI,Puma Biotechnology
185:PCAP,ProCap
185:PCAPU,ProCap-U
185:PCAPW,
185:PCAR,帕卡
185:PCB,PCB Bancorp
185:PCMM,私人信贷CLO ETF
185:PCRX,Pacira BioSciences
185:PCSC,Perceptive
185:PCTY,Paylocity Holding
185:PCVX,Vaxcyte
185:PDBA,农业商品策略ETF
185:PDBC,最优收益多元商品策略
185:PDD,拼多多
185:PDDL,2倍做多PDD每日ETF
185:PDFS,PDF Solutions
185:PDLB,Ponce Financial
185:PDP,技术领导者指数ETF
185:PDYN,Palladyne AI
185:PDYNW,
185:PEBK,北卡罗来纳国民银行
185:PEBO,Peoples Bancorp
185:PECO,Phillips Edison
185:PEGA,Pegasystems
185:PELI,Pelican
185:PELIR,
185:PELIU,Pelican-U
185:PENG,Penguin Solutions
185:PENN,佩恩国民博彩
185:PEP,百事
185:PEPG,PepGen
185:PEPS,Parametric股票增强型
185:PERI,Perion Network
185:PETS,Petmed Express
185:PEY,美国股息实现50
185:PEZ,消费者产品技术
185:PFBC,保富银行
185:PFDE,纪律型美国股票ETF
185:PFF,上市优先和混合证券
185:PFG,信安金融
185:PFI,金融技术领导者
185:PFIS,人民金融服务
185:PFM,美国广泛股息成就ETF
185:PFOE,探路者聚焦机会ETF
185:PFSA,Profusa
185:PFX,PhenixFIN
185:PFXNZ,PhenixFIN 5.25% 20281101
185:PGAC,Pantages Capital
185:PGACR,
185:PGACU,Pantages Capital-U
185:PGC,皮帕克格拉德斯通金融
185:PGEN,Precigen
185:PGJ,金龙中国指数ETF
185:PGNY,Progyny
185:PHAR,Pharming Group
185:PHAT,Phathom
185:PHO,OMX美国水指数ETF
185:PHVS,Pharvaris
185:PI,Impinj
185:PICS,PicS
185:PID,国际高股利指数ETF
185:PIE,新兴市场技术领导者
185:PIO,OMX全球水指数ETF
185:PIZ,发达市场技术领导者
185:PKOH,帕克俄亥俄控股
185:PKW,美国股票回购
185:PLAB,福尼克斯
185:PLAY,戴夫和巴斯特娱乐
185:PLBL,Polibeli Group
185:PLBY,Playboy
185:PLCE,儿童之家
185:PLMK,Plum Acquisition
185:PLMKU,Plum Acquisition-U
185:PLMKW,
185:PLMR,Palomar Holdings
185:PLPC,Preformed Line
185:PLRX,Pliant Therapeutics
185:PLTD,每日PLTR 1倍做空ETF
185:PLTG,2倍做多PLTR每日ETF
185:PLTK,Playtika Holding
185:PLTR,Palantir
185:PLTU,每日PLTR 2倍做多ETF
185:PLTZ,每日2倍做空PLTR ETF
185:PLUL,2倍做多PLUG每日ETF
185:PLUS,正羽科技
185:PLXS,普雷克萨斯
185:PLYY,收益增强2倍做多PLTR
185:PMBS,PIMCO抵押贷款支持
185:PMTR,Perimeter
185:PMTRU,Perimeter-U
185:PMTRW,
185:PMTS,Cpi卡集团
185:PMVP,Pmv Pharmaceuticals
185:PNBK,爱国者国家合众银行
185:PNQI,纳斯达克互联网ETF
185:PNTG,The Pennant Group
185:PODD,银休特
185:POLE,Andretti
185:POLEU,Andretti-U
185:POLEW,
185:POM,石榴云医
185:PONOU,Pono Capital-U
185:PONY,小马智行
185:POOL,Pool
185:POWI,帕沃英蒂格盛
185:POWL,Powell Industries
185:PPC,Pilgrim's Pride
185:PPH,美国上市药业25 ETF
185:PPHC,Policy Holding
185:PPI,AXS实际资产ETF
185:PPIH,Perma-Pipe
185:PQAP,PGIM100缓冲12ETF4月
185:PQJA,PGIM100缓冲12ETF1月
185:PQJL,PGIM100缓冲12ETF7月
185:PQOC,PGIM100缓冲12ETF10月
185:PRAA,PRA Group
185:PRAX,Praxis
185:PRCT,PROCEPT BioRobotics
185:PRDO,Perdoceo Education
185:PRE,Prenetics Global
185:PRFZ,基本面精选美国1500
185:PRGS,Progress Software
185:PRHIZ,Presurance 9.75% 20280930
185:PRLD,Prelude
185:PRME,Prime Medicine
185:PRMR,RMR优质股票ETF
185:PRN,工业技术领先者
185:PROV,Provident Financial Holdings
185:PRPL,Purple Innovation
185:PRTA,Prothena
185:PRTC,Puretech Health
185:PRVA,Privia Health
185:PSC,Principa美国小型股
185:PSCC,小盘股上限消费必需品
185:PSCD,小盘600非必需消费品
185:PSCE,小盘股600上限能量
185:PSCF,小盘上限金融和房地产
185:PSCH,标普600医疗保健
185:PSCI,标普小盘600上限工业
185:PSCM,标普小盘600封顶材料
185:PSCT,标普小盘600信息技术
185:PSCU,公用事业和通信服务
185:PSEC,普罗斯佩克特资本
185:PSET,美国价格制定者ETF
185:PSKY,Paramount Skydance
185:PSL,消费必需品技术领先
185:PSMT,普尔斯玛特
185:PSNL,Personalis
185:PSNY,极星汽车 A
185:PSNYW,极星汽车 C-1
185:PSTR,PeakShares行业轮动
185:PSWD,Solactive网络安全ESG
185:PTC,PTC
185:PTCT,Ptc Therapeutics
185:PTEN,Patterson-UTI Energy
185:PTF,Wright技术领导者
185:PTGX,Protagonist
185:PTH,医疗技术领导者
185:PTIR,2倍做多PLTR每日ETF
185:PTLO,Portillo's
185:PTNQ,NASDAQ 100指数ETF
185:PTON,Peloton Interactive
185:PTOR,Praetorian Acquisition
185:PTORU,Praetorian Acquisition-U
185:PTORW,
185:PTRN,Pattern Group
185:PUBM,Pubmatic
185:PUI,公用事业技术领导者
185:PWP,Perella Weinberg
185:PWRD,TCW转型系统ETF
185:PXI,能源技术领导者
185:PY,纳斯达克美国股东收益
185:PYPG,2倍做多PYPL每日ETF
185:PYPL,Paypal Holdings
185:PYXS,Pyxis Oncology
185:PYZ,基础材料技术领导者
185:PZZA,棒约翰
185:QABA,纳斯达克社区银行指数
185:QALT,SEI DBi多策略另类ETF
185:QAT,MSCI卡塔尔限制指数
185:QB,Nasdaq100缓冲指数ETF
185:QBIG,Invesco高级QQQ
185:QBTZ,每日2倍做空QBTS
185:QBUF,Nasdaq100季度缓冲10
185:QBY,2倍做多收益增强QBTS
185:QCLN,纳斯达克清洁绿能指数
185:QCLR,NASDAQ季度领口95-110
185:QCMD,每日QCOM 1倍做空ETF
185:QCML,2倍做多QCOM每日ETF
185:QCMU,每日QCOM 2倍做多ETF
185:QCOM,高通
185:QCRH,QCR Holdings
185:QDEL,QuidelOrtho
185:QDTY,100 0DTE备兑看涨策略
185:QETA,Quetta Acquisition
185:QETAR,
185:QETAU,Quetta Acquisition-U
185:QEW,纳斯达克-100等权加权
185:QFIN,奇富科技
185:QGRD,Nasdaq100定义风险ETF
185:QH,趣活
185:QHDG,对冲纳斯达克-100ETF
185:QLDY,闪电价差收益ETF
185:QLYS,科力斯
185:QMCO,昆腾
185:QMID,美国中型股质量增长
185:QMOM,建筑师定量动量指数
185:QNCX,Quince Therapeutics
185:QNST,QuinStreet
185:QNXT,纳斯达克100前30只
185:QOWZ,自由现金流实现者ETF
185:QPUX,2倍每日做多纯量子ETF
185:QQA,NASDAQ100高收益ETF
185:QQDN,超级指数2倍做空ETF
185:QQEW,纳斯达克100等权重
185:QQHG,NASDAQ100对冲优势ETF
185:QQLV,纳斯达克低波动指数
185:QQMG,纳斯达克100 ESG ETF
185:QQQ,纳斯达克100指数ETF
185:QQQA,多尔西赖特动量ETF
185:QQQE,纳斯达克100等权重
185:QQQG,Pacer纳斯达克100
185:QQQH,NEOS纳斯达克100对冲
185:QQQI,NASDAQ100高收入ETF
185:QQQJ,纳斯达克下一代100ETF
185:QQQM,纳斯达克100指数ETF
185:QQQP,2倍做多创新100季度
185:QQQS,创新完成上限指数
185:QQQT,Defiance收益目标ETF
185:QQQX,Nuveen Nasdaq 100
185:QQQY,纳斯达克100周配ETF
185:QQUP,超级指数2倍做多ETF
185:QQWZ,COWZ 100-纳斯达克100
185:QQXL,2倍做多纳斯达克指数
185:QQXT,NASDAQ100科技ETF
185:QRMI,NASDAQ月度净信用ETF
185:QRVO,Qorvo
185:QS,QuantumScape
185:QSEA,Quartzsea
185:QSEAR,
185:QSEAU,Quartzsea-U
185:QSI,Quantum-Si
185:QSIAW,
185:QSIX,纳斯达克100股息倍数
185:QSML,美国小型股质量增长
185:QTEC,NASDAQ科技行业ETF
185:QTOP,纳斯达克100前30指数
185:QTR,NASDAQ季度保护性卖出
185:QTRX,Quanterix
185:QTUM,蓝星机器学习ETF
185:QUMS,Quantumsphere
185:QUMSR,
185:QUMSU,Quantumsphere-U
185:QURE,uniQure
185:QVAL,建筑师定量价值ETF
185:QXQ,SGI增强型纳斯达克ETF
185:QYLD,NASDAQ100指数ETF
185:QYLG,纳斯达克半买进V2ETF
185:RAA,REAL资产配置ETF
185:RAAQ,Real Asset
185:RAAQU,Real Asset-U
185:RAAQW,
185:RAIL,FreightCar America
185:RANG,Range Capital
185:RANGR,
185:RANGU,Range Capital-U
185:RANI,Rani Therapeutics
185:RAPP,Rapport
185:RARE,Ultragenyx
185:RAUS,RACWI美国指数ETF
185:RBB,RBB
185:RBBN,Ribbon
185:RBCAA,Republic Bancorp
185:RBIL,TIPS 1-13个月总回报
185:RCAX,每日目标2倍做多RCAT
185:RCGE,RockCreek全球平等
185:RCKT,Rocket
185:RCKY,Rocky Brands
185:RCMT,RCM Technologies
185:RDAG,Republic Digital
185:RDAGU,Republic Digital-U
185:RDAGW,
185:RDNT,RadNet
185:RDTL,2倍做多RDDT每日ETF
185:RDTY,2000 0DTE备兑看涨
185:RDVY,美国股利增长成就ETF
185:RDWR,Radware
185:RDZN,Roadzen
185:REAI,智能地产ETF
185:REAL,The RealReal
185:REFI,Chicago Atlantic
185:REG,Regency Centers
185:REGCO,Regency Centers优先B
185:REGCP,Regency Centers优先A
185:REGN,再生元制药
185:REIT,房地产投资信托ETF
185:RELL,理查森电子
185:RELY,Remitly Global
185:REMG,投资新兴市场股票ETF
185:RENT,Rent the Runway
185:REPL,Replimune Group
185:REYN,Reynolds Consumer
185:RFAI,RF Acquisition II
185:RFAIR,
185:RFAIU,RF Acquisition II-U
185:RFAM,RF Acquisition III
185:RFAMR,
185:RFAMU,RF Acquisition III-U
185:RFDI,滨河动态国际发展ETF
185:RFEM,第一信托动态新兴市场
185:RFIL,RF Industries
185:RGCO,RGC Resources
185:RGEN,Repligen
185:RGLD,皇家黄金
185:RGLO,投资全球股票ETF
185:RGNX,Regenxbio
185:RGP,Resources Connection
185:RGS,Regis
185:RGTX,每日目标2倍做多RGTI
185:RGTZ,每日2倍做空RGTI
185:RGYY,2倍做多收益增强RGTI
185:RICK,RCI Hospitality
185:RIFR,全球基础设施ETF
185:RIGL,里格尔制药
185:RILY,BRC Group Holdings
185:RILYG,BRC Group Holdings 5% 20261231
185:RILYK,BRC Group Holdings 5.5% 20260331
185:RILYL,BRC Group Holdings优先存托B
185:RILYN,BRC Group Holdings 6.5% 20260930
185:RILYP,BRC Group Holdings优先存托A
185:RILYT,BRC Group Holdings 6% 20280131
185:RILYZ,BRC Group Holdings 5.25% 20280831
185:RING,精选金矿可投资市场
185:RINT,投资国际开发股票ETF
185:RIVN,Rivian Automotive
185:RJET,Republic Airways
185:RKLX,每日目标2倍做多RKLB
185:RKLZ,每日目标2倍做空RKLB
185:RKNG,Defiance零售王者ETF
185:RLAY,Relay Therapeutics
185:RMBS,Rambus
185:RMNI,Rimini Street
185:RNA,Atrium Therapeutics
185:RNAC,Cartesian Therapeutics
185:RNEM,风险分析新兴市场ETF
185:RNGT,Range Capital II
185:RNGTU,Range Capital II-U
185:RNGTW,
185:RNIN,资本美国SMID上限股票
185:RNRG,可再生能源生产者ETF
185:RNW,ReNew Energy Global
185:RNWWW,
185:ROAD,Construction
185:ROBT,纳斯达克CTA人工智能
185:ROCK,Gibraltar Industries
185:ROE,美国等权重质量王ETF
185:ROIV,Roivant Sciences
185:ROKU,Roku
185:ROOT,Root
185:ROP,儒博实业
185:ROST,罗斯百货
185:RPD,Rapid7
185:RPRX,Royalty Pharma
185:RRBI,Red River Bancshares
185:RRGB,红罗宾汉堡连琐店
185:RRR,Red Rock Resorts
185:RSVR,Reservoir Media
185:RSVRW,
185:RTAC,Renatus Tactical
185:RTACU,Renatus Tactical-U
185:RTACW,
185:RTH,MVIS美国零售25指数
185:RTXG,2倍做多RTX每日ETF
185:RTYY,2倍做多收益增强RIOT
185:RUM,Rumble
185:RUMBW,
185:RUN,Sunrun
185:RUNN,Oak运营高效增长ETF
185:RUSC,美国小盘股票ETF
185:RUSHA,Rush Enterprises A
185:RUSHB,Rush Enterprises B
185:RVMD,Revolution Medicines
185:RVMDW,
185:RVNL,2倍做多RIVN每日ETF
185:RVSB,Riverview Bancorp
185:RWAY,Runway Growth
185:RWAYI,Runway Growth 7.25% 20310203
185:RWAYL,Runway Growth 7.5% 20270728
185:RXRX,Recursion
185:RXST,RxSight
185:RXT,Rackspace Technology
185:RYAAY,瑞安航空
185:RYTM,Rhythm
185:RZLV,Rezolve AI
185:SAAQU,Space Asset Acquisition-U
185:SABR,Sabre
185:SAFT,Safety Insurance
185:SAIA,Saia
185:SAIC,科学应用
185:SAIL,SailPoint
185:SAMG,Silvercrest Asset
185:SANA,Sana Biotechnology
185:SANG,Sangoma Technologies
185:SANM,新美亚电子
185:SARK,创新每日1倍做空ETF
185:SATA,Strive 优先A
185:SATG,2倍做多SATS每日ETF
185:SATS,回声星通信
185:SBAC,SBA通信
185:SBC,SBC Medical Group
185:SBCF,Seacoast Banking
185:SBGI,辛克莱
185:SBLK,Star Bulk Carriers
185:SBRA,Sabra Health Care
185:SBU,2倍做多SBUX每日ETF
185:SBUX,星巴克
185:SCAG,司凯奇
185:SCDS,基础数据科学小型核心
185:SCHL,学乐集团
185:SCII,SC II Acquisition
185:SCIIR,
185:SCIIU,SC II Acquisition-U
185:SCLS,动态商品指数回报ETF
185:SCOR,康姆斯克
185:SCPQ,Social Commerce
185:SCPQU,Social Commerce-U
185:SCPQW,
185:SCSC,ScanSource
185:SCVL,Shoe Carnival
185:SCZ,欧澳远东小盘指数ETF
185:SDG,可持续发展指数ETF
185:SDGR,Schrodinger
185:SDHI,Siddhi
185:SDHIR,
185:SDHIU,Siddhi-U
185:SDSI,世纪短期战略收益ETF
185:SDTY,0DTE备兑看涨策略
185:SDVY,中小盘上涨股息指数
185:SEAT,Vivid Seats
185:SEATW,
185:SEDG,Solaredge
185:SEEM,SEI精选新兴市场股票
185:SEER,Seer
185:SEGG,Sports Entertainment
185:SEIC,SEI投资
185:SEIE,SEI精选国际股票ETF
185:SEIS,SEI精选小盘股ETF
185:SEMY,半导体3倍做多ETF
185:SENEA,Seneca Foods A
185:SENEB,Seneca Foods B
185:SENS,Senseonics Holdings
185:SEPN,Septerna
185:SERA,Sera Prognostics
185:SETM,Sprott关键材料指数
185:SFD,Smithfield Foods
185:SFIX,Stitch Fix
185:SFLO,小盘股自由现金流ETF
185:SFM,Sprouts Farmers
185:SFNC,西蒙斯第一国民银行
185:SFST,Southern First
185:SGA,Saga Communications
185:SGC,Superior Group
185:SGHT,Sight Sciences
185:SGMT,Sagimet Biosciences
185:SGP,SpyGlass Pharma
185:SGRY,Surgery Partners
185:SHBI,Shore Bancshares
185:SHC,Sotera
185:SHEN,谢南多厄电讯
185:SHLS,Shoals Technologies
185:SHMD,SCHMID Group
185:SHOO,史蒂夫·马登
185:SHOP,Shopify
185:SHPD,每日SHOP 1倍做空ETF
185:SHPU,每日SHOP 2倍做多ETF
185:SHRY,彭博股东收益率指数
185:SHY,ICE美国1-3年期ETF
185:SIBN,SI-BONE
185:SIGA,西佳科技
185:SIGI,Selective Insurance
185:SIGIP,Selective优先存托B
185:SILC,矽晶电信
185:SIMA,SIM Acquisition
185:SIMAU,SIM Acquisition-U
185:SIMAW,
185:SIMO,慧荣科技
185:SION,Sionna Therapeutics
185:SIRI,Sirius XM Holdings
185:SITM,SiTime
185:SIXG,蓝星互联技术指数
185:SJCP,Alpha核心增强债券ETF
185:SJLD,Alpha低期限ETF
185:SKAIU,
185:SKOR,美国公司债券指数ETF
185:SKRE,KRE每日表现2倍做空
185:SKWD,Skyward Specialty
185:SKYE,Skye Bioscience
185:SKYU,CTA云计算指数2倍做多
185:SKYW,西空航空
185:SKYY,ISE CTA云计算指数ETF
185:SLAB,芯科实验室
185:SLDB,Solid Biosciences
185:SLDE,Slide Insurance
185:SLDP,Solid Power
185:SLDPW,
185:SLM,学贷美
185:SLMBP,SLM信贷优先B
185:SLN,Silence Therapeutics
185:SLP,Simulations Plus
185:SLQD,美元流动投资等级指数
185:SLRC,SLR Investment
185:SLVO,纳斯达克银备兑106
185:SLVR,Sprott白银矿商指数
185:SMBC,Southern Missouri
185:SMCF,Solactive小型股现金
185:SMCI,超微电脑
185:SMCL,Granite2倍做多SMCI
185:SMCO,Hilton中小市值机会
185:SMCX,SMCI每日目标2倍做多
